Hugo_Symbol,TCGA-AC-A2BM-01A-11R-A21T-07,TCGA-A8-A075-01A-11R-A084-07,TCGA-A2-A0EM-01A-11R-A034-07,TCGA-A7-A3J1-01A-11R-A213-07,TCGA-BH-A0BO-01A-23R-A12D-07,TCGA-A8-A08L-01A-11R-A00Z-07,TCGA-AN-A0FW-01A-11R-A034-07,TCGA-E2-A1L9-01A-11R-A13Q-07,TCGA-E2-A15K-01A-11R-A12P-07,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-AC-A3OD-01A-11R-A21T-07,TCGA-AN-A0AT-01A-11R-A034-07,TCGA-A7-A0DC-01A-11R-A00Z-07,TCGA-AR-A1AU-01A-11R-A12P-07,TCGA-E9-A228-01A-31R-A157-07,TCGA-A2-A0D2-01A-21R-A034-07,TCGA-E2-A1AZ-01A-11R-A12P-07,TCGA-D8-A1XF-01A-11R-A14D-07,TCGA-AR-A1AH-01A-11R-A12D-07,TCGA-AN-A03Y-01A-21R-A00Z-07,TCGA-BH-A0HQ-01A-11R-A034-07,TCGA-A8-A090-01A-11R-A00Z-07,TCGA-AC-A3BB-01A-21R-A19W-07,TCGA-A8-A08B-01A-11R-A00Z-07,TCGA-EW-A1PC-01B-11R-A21T-07,TCGA-A8-A081-01A-11R-A00Z-07,TCGA-C8-A12O-01A-11R-A115-07
GALNT5,13.83,30.56,78.34,98.73,37.32,19.53,32.82,384.34,426.57,71.5,1216.75,8.65,0.89,28.86,14.78,12.55,52.08,1.83,27.44,14.35,52.08,44.25,320.8,5.82,31,7.46,77.25
SPINK5,3,0,0,13.32,8.06,1.62,4.43,1.03,5.96,1.39,10.88,10.63,0.92,2.1,2.71,1.55,18.84,0,76.71,10.39,4.7,1.57,4.54,0,2.61,0.95,2.1
FLJ20373,119.26,61.68,111.99,143.01,163.28,102.97,124.37,258.57,74.06,175.07,183.82,50.63,49.56,123.5,143.01,111.99,36.01,226.54,57.89,74.58,101.54,130.6,239.52,0,60.39,61.68,155.5
GLIPR2,323.03,379.04,493.56,441.64,607.87,713.11,387.02,559.28,255,579.04,540.19,400.71,39.22,384.34,376.41,902.89,915.51,120.94,529.06,273.37,409.15,454.09,995,301.33,267.73,674.59,536.45
MYO7A,16.88,70.01,58.3,48.87,36.79,38.12,22.26,32.36,43.32,120.94,87.65,90.14,109.66,32.59,59.55,40.36,71,43.32,14.67,514.56,19.53,37.05,40.36,57.89,12.36,61.68,43.63
DNPEP,1870.53,2319.15,2090.03,2609.3,1407.55,1662.49,1883.54,2193.99,1639.59,2758.13,2090.03,2537.92,1870.53,2816.11,1225.22,1008.9,1023,1617,2351.53,1572.76,2240.11,2061.24,2645.74,1388.16,5791.62,2090.03,1277.29
MTERFD3,848.22,198.47,376.41,665.29,316.37,358.54,368.65,379.04,237.86,334.46,336.79,229.72,397.93,277.2,348.71,204.07,291.04,206.94,708.18,500.46,387.02,191.67,368.65,246.28,420.68,208.38,264.03
EIF2B3,587.13,329.84,708.18,332.14,599.49,723.08,567.1,536.45,483.38,493.56,620.67,954.43,395.18,514.56,595.34,1059.11,723.08,314.17,1467.37,503.95,432.53,591.22,497,819.3,703.28,339.14,525.39
IL36B,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
HMGA2,0,3.59,4.28,4.78,29.27,0.39,3.29,5.59,1.33,0.42,10.63,20.11,0.38,7.63,0.77,4.21,21.32,1.99,11.91,0,2.53,3.59,2.78,0.72,5.77,0,3.32
ACKR2,10.16,76.17,20.11,24.46,39.5,85.22,15,11.55,55.89,29.91,24.11,4.35,16.63,18.97,5.96,13.72,11.82,4.21,18.16,8.45,31.67,25.91,18.84,13.83,18.16,56.68,55.1
ITIH4,93.35,20.26,61.68,134.3,71.5,13.93,13.83,31.9,62.12,134.3,75.11,21.47,60.82,44.89,32.36,23.59,56.28,39.5,55.49,46.18,36.79,32.59,60.82,136.19,61.68,18.16,39.5
CNTNAP4,0.59,0.67,0,0.64,1.68,2.2,0.34,0.33,0.3,0,0,0.32,0.29,0.35,0,0.3,0.33,0,37.32,0.34,0,0,1.28,0.31,0.28,0.3,0
RP11-683L23.1,9.56,2.05,5.41,5.5,0,27.05,15.56,14.14,9.93,65.72,11.82,0.34,16.15,10.31,13.32,9.7,24.63,41.81,0,0,2.39,3.69,20.56,34.02,13.22,2.78,1.06
GABRA5,0,0,2.36,0,1.38,1.93,1.06,1.35,0.62,0,0,0,0,2.43,0,0,0,0,0,0,3.03,0,1.64,0,0,0,1.75
SSC5D,329.84,246.28,94.67,361.04,414.87,208.38,126.12,1088.92,289.02,73.03,24.99,17.51,8.92,242.88,100.83,84.04,172.65,30.12,28.04,60.82,473.41,96.68,389.72,44.57,51.71,24.46,159.9
RP11-152F13.10,0,3.72,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0
GFRA3,6.78,8,0.68,0.66,1.36,20.41,3.06,0.35,5.06,6.06,1.71,111.99,1.2,2.41,14.14,58.3,124.37,0.62,142.01,2.03,2.36,0.93,0.66,0,56.28,26.47,3.11
ABL2,182.55,199.85,226.54,212.78,633.73,148.09,206.94,172.65,88.26,58.3,373.81,205.5,121.79,232.94,164.42,104.42,316.37,285.03,201.25,229.72,202.66,186.4,120.1,142.01,120.1,144.01,165.57
EGR3,43.63,150.17,24.63,1242.34,723.08,35,21.47,368.65,30.56,34.26,293.07,52.82,4.31,253.23,19.25,63,68.07,255,166.73,43.63,185.11,98.73,511,185.11,147.06,63.45,71
PRELID2,115.16,67.12,77.79,104.42,92.7,118.43,50.63,83.45,157.68,46.18,291.04,92.7,111.99,126.12,82.29,67.59,194.36,84.04,94.01,48.52,74.06,69.03,143.01,44.25,47.17,35.76,68.55
TTC38,638.15,228.13,708.18,518.15,511,209.84,497,400.71,301.33,264.03,376.41,141.02,293.07,444.72,283.05,497,208.38,303.44,232.94,387.02,325.29,579.04,738.29,518.15,476.71,239.52,599.49
WBSCR16,854.13,559.28,842.36,743.43,532.74,981.29,961.07,723.08,738.29,981.29,532.74,1605.83,563.18,624.99,629.35,1685.71,607.87,718.08,743.43,616.37,1001.93,802.41,1030.12,314.17,536.45,684.02,629.35
WNT6,2.81,1.28,3.14,11.04,4.24,40.93,2.05,0.52,1.83,312,2.03,59.97,1.48,12.83,0.53,30.12,13.93,1.85,178.77,1.28,3.11,1.51,14.14,12.36,46.5,24.11,1.31
PLS1,234.57,607.87,127,40.36,126.12,113.56,42.71,136.19,314.17,34.02,88.88,48.52,60.82,114.36,105.15,65.72,127.89,124.37,15.34,71.5,90.77,473.41,128.79,329.84,171.45,423.61,543.96
EVA1A,70.01,104.42,191.67,100.13,223.41,84.63,116.78,173.85,39.22,78.89,68.55,124.37,5.59,135.24,34.51,332.14,99.43,21.16,384.34,67.12,127,119.26,218.79,130.6,84.63,31.22,151.22
GRIK5,21.47,4.28,2.86,35.5,28.04,15.34,11.3,3.82,4.1,14.45,5.32,2.03,8.92,34.26,5.96,4.78,11.55,11.13,3.08,6.01,24.46,10.79,16.03,44.25,16.88,18.03,10.71
ASTN1,0.29,0,0.67,20.56,14.78,0.62,5.11,1.31,0.29,0.34,15.22,14.89,0.59,25.35,1.99,2.41,7.17,1.22,2.92,3.38,4.35,2.14,2.25,0,2.01,0.92,1.71
PLEKHM1,177.53,251.48,217.27,555.41,406.31,363.56,180.02,293.07,299.25,281.09,265.87,209.84,100.83,336.79,205.5,228.13,237.86,314.17,127.89,212.78,406.31,373.81,423.61,117.6,327.56,376.41,283.05
DNHD1,84.63,96.01,20.71,127,73.54,62.12,23.93,42.41,40.36,211.31,140.04,64.8,96.68,98.04,23.59,40.07,67.59,54.72,105.89,45.21,31.22,27.25,52.45,381.68,49.91,80.57,68.55
SLC39A11,854.13,884.29,872.1,1417.35,941.27,1551.09,2417.67,1023,1369.04,866.07,1721.16,414.87,470.14,1733.13,579.04,329.84,571.05,1159.07,733.19,1721.16,2193.99,3639.7,1313.23,928.3,2351.53,1498.22,2915.45
TPSAB1,2287.2,688.78,1191.69,2209.26,1583.71,176.29,287.01,307.69,1216.75,769.69,432.53,1127.35,314.17,1819.35,470.14,303.44,224.97,314.17,70.01,928.3,6652.97,1159.07,3103.19,595.34,93.35,361.04,1844.76
NKAIN3,0,1.97,0,1.55,0,0.29,0,0.95,0,3.32,0,2.78,0,0.99,0,0.57,0,0,1.13,1.97,9.13,0,0,0,1.38,0,6.01
ZBTB17,305.55,409.15,303.44,684.02,503.95,718.08,376.41,279.14,543.96,995,329.84,281.09,325.29,441.64,297.17,368.65,417.77,297.17,351.14,244.57,395.18,325.29,684.02,518.15,540.19,361.04,287.01
PSMC5,1883.54,2537.92,3303,3039.3,2976.74,4481.23,5403.7,3039.3,3928.15,2627.46,674.59,4268.94,2915.45,3103.19,8078.22,3349.13,2816.11,2758.13,2335.28,3124.78,2956.17,3443.31,3372.43,2796.65,5831.91,3982.99,3325.99
PLCD4,941.27,199.85,37.85,267.73,46.18,193.01,38.4,166.73,154.42,59.13,52.82,62.12,114.36,334.46,212.78,29.06,18.84,97.36,53.95,125.24,35.76,114.36,88.88,159.9,40.07,214.27,85.22
KIF15,153.34,190.34,33.3,38.4,14.78,115.97,88.26,69.03,246.28,91.41,96.68,743.43,34.02,85.82,144.01,251.48,325.29,239.52,241.19,121.79,36.27,116.78,30.12,173.85,500.46,251.48,108.9
GALNT1,1529.73,1111.82,1721.16,842.36,1135.2,1733.13,802.41,2032.85,1135.2,698.41,1870.53,2004.85,1225.22,981.29,1651,3235.01,1369.04,314.17,1388.16,872.1,1233.75,1397.83,791.35,802.41,1008.9,1051.79,1769.57
SETD1B,237.86,277.2,161.02,376.41,186.4,118.43,281.09,154.42,186.4,221.86,117.6,111.21,320.8,281.09,169.07,132.44,146.03,409.15,277.2,277.2,293.07,231.32,154.42,90.14,131.51,206.94,215.77
ZMYND8,633.73,974.5,341.51,525.39,224.97,769.69,660.68,493.56,813.63,454.09,536.45,305.55,1950,1151.06,368.65,265.87,289.02,1127.35,629.35,389.72,480.04,346.29,373.81,497,454.09,1467.37,796.86
SSBP3,591.22,723.08,688.78,748.61,878.17,1388.16,1268.46,1111.82,1407.55,813.63,373.81,336.79,896.64,1119.56,1259.69,1977.24,1508.65,397.93,4095,559.28,842.36,466.88,915.51,934.76,909.17,567.1,974.5
ZNF737,24.11,186.4,173.85,457.25,181.28,536.45,119.26,183.82,88.26,103.69,830.75,33.54,253.23,215.77,414.87,52.08,132.44,63.45,486.75,381.68,438.59,70.51,103.69,915.51,208.38,603.67,115.16
ANK1,7.57,8.92,4.17,18.84,28.04,17,12.27,10.31,10.55,9.27,14.35,10.88,9.85,13.83,60.39,7.06,26.67,170.25,7.11,11.55,7.46,12.83,24.99,22.59,11.21,116.78,21.47
DOK1,684.02,470.14,400.71,529.06,258.57,220.32,244.57,283.05,438.59,343.89,316.37,159.9,123.5,307.69,169.07,171.45,167.9,312,61.68,141.02,251.48,521.76,603.67,170.25,376.41,563.18,232.94
PTPRCAP,161.02,314.17,30.34,813.63,74.58,507.46,143.01,45.21,638.15,974.5,289.02,201.25,23.25,88.88,43.63,211.31,182.55,57.49,25.54,167.9,57.49,94.01,1427.22,343.89,93.35,351.14,104.42
CDC5L,305.55,379.04,320.8,226.54,356.05,480.04,384.34,323.03,353.59,301.33,521.76,466.88,366.09,248,486.75,466.88,441.64,353.59,507.46,395.18,343.89,441.64,204.07,466.88,348.71,262.2,242.88
BBS1,441.64,316.37,808,884.29,579.04,674.59,708.18,486.75,2178.83,287.01,551.56,339.14,1313.23,1322.37,928.3,353.59,547.75,361.04,420.68,571.05,764.36,1044.52,571.05,346.29,320.8,733.19,447.82
ARFGAP2,2451.44,2303.12,2075.59,2163.77,1397.83,1832.01,1870.53,1250.98,1745.2,2255.7,1781.89,1628.26,2287.2,2997.45,759.08,2816.11,1304.15,2485.67,1477.58,1605.83,1721.16,1697.45,1909.85,1674.06,1304.15,1457.23,1697.45
RP11-366L20.2,17.13,6.73,10.63,87.03,26.47,1.14,8.19,24.11,2.73,0.48,77.79,1.14,0.75,18.29,1.57,1.77,6.52,1.45,8,13.22,27.64,12,10.24,2.16,10.63,1.11,17.9
PHF20L1,796.86,791.35,371.22,376.41,476.71,753.83,307.69,361.04,389.72,255,995,371.22,688.78,629.35,490.14,397.93,909.17,928.3,373.81,819.3,358.54,575.03,271.48,575.03,403.5,521.76,713.11
ZNF572,16.88,101.54,25.54,40.64,10.31,5.59,40.36,32.13,40.07,3.92,26.28,36.53,111.99,47.5,74.58,18.56,7.06,123.5,3.99,158.79,6.57,16.03,23.25,64.34,53.19,74.58,56.68
KIAA1377,49.91,94.01,13.03,110.43,186.4,55.1,438.59,66.65,136.19,14.14,42.71,27.64,3.26,38.67,110.43,10.47,72.01,19.25,35.25,43.02,50.63,35.25,55.89,16.15,40.36,40.93,18.16
ADM2,215.77,120.1,120.1,87.65,167.9,105.89,130.6,112.77,127,186.4,43.02,92.05,99.43,61.68,28.04,171.45,12.55,98.04,34.51,229.72,38.95,100.83,35.76,173.85,81.71,100.13,206.94
COMT,2682.69,1936.53,4066.71,3467.27,1628.26,3395.89,2835.7,3146.52,1883.54,2816.11,1081.39,3982.99,3146.52,3168.41,3716.2,3257.52,890.44,2287.2,2178.83,1304.15,2720.15,1639.59,2119.22,3039.3,1313.23,3847.29,3443.31
PGAM1,5831.91,9344.14,4607.24,3540.14,3443.31,4736.79,3280.18,4210.15,4328.55,3982.99,2627.46,5672.41,2485.67,4671.57,4010.71,4671.57,5672.41,3564.78,2209.26,2956.17,3614.55,4268.94,4575.41,5479.15,4639.29,5041.77,6561.36
S1PR3,218.79,148.09,260.38,543.96,563.18,521.76,153.34,400.71,417.77,698.41,221.86,114.36,3847.29,356.05,2351.53,194.36,244.57,1487.87,78.34,66.65,229.72,638.15,376.41,379.04,738.29,921.88,329.84
PRPF8,2591.27,2555.58,4181.07,3847.29,3168.41,3768.09,2537.92,4639.29,4736.79,3982.99,2061.24,4095,3614.55,2720.15,2573.36,5366.37,3419.52,1883.54,3349.13,4152.18,6164.49,2271.4,4298.64,3847.29,3280.18,2935.74,2682.69
TIAM2,44.57,119.26,106.63,83.45,75.64,111.21,107.38,190.34,82.87,47.84,236.21,299.25,260.38,133.36,170.25,303.44,211.31,50.98,109.66,178.77,151.22,63.45,120.94,108.14,104.42,32.13,93.35
SOX6,3.26,4.7,3.03,10.88,29.48,5.92,2.73,1.99,2.12,4.03,29.7,63,10.63,7.11,2.01,53.95,5.45,6.62,14.35,6.94,22.1,8.92,10.08,13.83,2.86,5.15,13.62
SHC1,2895.31,2502.97,3190.46,2682.69,3515.68,1819.35,3690.52,4010.71,2609.3,3103.19,1259.69,1304.15,1447.15,3081.75,1051.79,2384.37,1950,2104.58,2271.4,2537.92,3419.52,3820.7,2319.15,1242.34,2090.03,1183.45,2178.83
BTBD6,587.13,808,1059.11,759.08,954.43,1008.9,1340.84,981.29,1216.75,2075.59,660.68,791.35,743.43,567.1,995,1151.06,497,1857.6,612.11,669.92,947.83,490.14,1199.98,928.3,947.83,486.75,890.44
TRIM38,169.07,275.28,256.78,371.22,346.29,119.26,171.45,412,258.57,414.87,457.25,102.25,90.14,214.27,80.01,117.6,409.15,215.77,688.78,218.79,256.78,258.57,260.38,563.18,241.19,265.87,195.72
MEMO1,483.38,1191.69,733.19,420.68,525.39,551.56,525.39,941.27,579.04,651.58,620.67,1199.98,429.54,518.15,483.38,665.29,1594.73,473.41,1769.57,363.56,463.65,518.15,607.87,785.88,579.04,866.07,708.18
MAPK3,1950,1697.45,2104.58,3325.99,1950,1883.54,2739.08,2875.3,5329.3,3716.2,295.11,1662.49,3820.7,2271.4,1540.37,1605.83,1233.75,2720.15,764.36,1111.82,2997.45,2645.74,2935.74,1277.29,1991,2816.11,2835.7
CDK5R1,24.63,30.12,36.79,22.75,21.63,100.83,65.26,66.65,31.67,511,28.65,50.63,47.84,50.27,551.56,59.55,52.82,275.28,51.71,41.22,30.78,38.95,23.42,7.34,73.54,46.5,38.95
KCNJ14,8.65,13.22,7.63,7.63,17,15.91,11.91,8.19,10.79,17.77,13.03,15,16.39,9.27,15.11,34.75,22.1,13.22,32.82,23.42,11.73,6.62,8.99,14.45,9.2,12.93,15.22
CSRNP1,316.37,312,221.86,511,1977.24,189.02,229.72,305.55,299.25,220.32,211.31,332.14,285.03,1313.23,83.45,241.19,327.56,100.13,110.43,165.57,260.38,242.88,1191.69,185.11,231.32,205.5,371.22
TUBD1,152.28,187.71,139.07,195.72,177.53,287.01,460.44,214.27,189.02,159.9,197.09,273.37,164.42,135.24,830.75,209.84,275.28,176.29,157.68,118.43,121.79,164.42,116.78,237.86,336.79,327.56,229.72
ANKK1,2.81,7.34,7.34,17,9.41,3.32,7.75,6.52,1.27,6.36,7.06,1.01,3.08,13.93,36.79,3.79,9.78,3.82,5.77,6.31,10.08,16.75,17,25.35,6.57,10.16,1.81
TMEM184C,368.65,329.84,264.03,366.09,327.56,277.2,518.15,395.18,309.83,141.02,728.11,215.77,417.77,392.44,612.11,121.79,429.54,698.41,301.33,241.19,397.93,591.22,182.55,183.82,148.09,400.71,470.14
RP4-734P14.4,35.5,20.41,6.11,24.28,22.43,0,0,6.67,3.26,5.82,23.76,2.12,21.16,7.34,25.17,14.56,8,24.11,4.1,33.06,15.45,2.68,8.58,0,7.63,10.96,23.59
PET112,363.56,228.13,183.82,363.56,220.32,244.57,325.29,316.37,438.59,273.37,198.47,299.25,420.68,303.44,248,183.82,368.65,256.78,279.14,232.94,343.89,341.51,299.25,291.04,223.41,303.44,395.18
STK25,1216.75,1561.89,1662.49,2047,1950,2915.45,2502.97,2104.58,1870.53,3124.78,1628.26,1697.45,1508.65,2133.97,1119.56,2664.15,1498.22,2451.44,2520.38,1467.37,1685.71,1467.37,2434.5,2032.85,2104.58,1721.16,1781.89
CD300LF,42.41,84.63,34.26,97.36,59.97,75.64,29.7,56.28,36.79,120.94,177.53,52.82,4.17,28.65,57.49,47.17,92.05,27.64,13.72,48.52,40.36,104.42,70.51,31.9,16.27,71,87.03
IQCF1,1.57,0,1.31,0,0,0,0,0,0,2.25,0,0,0,6.41,0.87,1.17,0,0,0,0,0,0,0,0,0,0,0
POMT2,221.86,529.06,624.99,251.48,346.29,198.47,191.67,536.45,575.03,215.77,176.29,896.64,291.04,249.73,334.46,204.07,265.87,157.68,208.38,242.88,363.56,273.37,366.09,358.54,228.13,309.83,368.65
ABHD14A-ACY1,12.27,4.39,12.36,14.14,6.84,2.46,2.27,8.06,7.63,19.82,8.99,10.08,9.7,15.91,3.63,5.23,8.32,10.31,8.06,22.75,11.64,19.97,17.25,0,8.85,10.31,13.72
PIK3CA,301.33,343.89,177.53,325.29,343.89,395.18,253.23,221.86,149.12,97.36,928.3,381.68,232.94,332.14,348.71,255,447.82,289.02,215.77,173.85,236.21,480.04,167.9,299.25,387.02,426.57,307.69
IK,2209.26,2119.22,2018.8,2224.63,2004.85,2573.36,1936.53,2956.17,2701.35,2075.59,1417.35,1583.71,2351.53,2148.82,2935.74,1781.89,2351.53,1417.35,1191.69,3874.05,2627.46,2335.28,2163.77,2915.45,3168.41,1950,1709.26
TPRXL,3.38,12.74,2.1,6.46,2.46,7,1.1,3.06,6.62,55.89,3.47,49.21,3.92,9.34,5.11,1.6,23.59,1.3,6.78,1.43,2.43,0.37,6.52,4.78,507.46,17.77,3.89
RARG,1233.75,723.08,616.37,1322.37,429.54,312,603.67,769.69,988.12,480.04,403.5,563.18,1088.92,954.43,493.56,567.1,718.08,954.43,1819.35,878.17,728.11,830.75,981.29,309.83,417.77,511,819.3
YIPF4,599.49,1073.91,909.17,607.87,665.29,1104.13,764.36,728.11,624.99,902.89,406.31,1037.29,607.87,665.29,599.49,476.71,1081.39,909.17,1225.22,329.84,563.18,842.36,633.73,723.08,748.61,1457.23,878.17
WIZ,435.55,376.41,334.46,934.76,493.56,836.53,473.41,559.28,543.96,414.87,217.27,503.95,591.22,587.13,473.41,764.36,417.77,563.18,599.49,674.59,775.05,414.87,796.86,356.05,698.41,334.46,414.87
NDNF,4.17,30.34,35.25,28.04,69.03,7.82,15.68,26.47,11.82,9.06,26.28,2.56,0.33,48.18,3.03,3.35,34.02,5.5,3.23,2.05,32.59,9.06,20.71,10.71,15.11,2.48,27.25
SMARCA2,1583.71,836.53,3467.27,2400.97,1519.15,988.12,1467.37,1721.16,2367.9,796.86,1721.16,1167.14,1457.23,1896.65,1697.45,1044.52,2178.83,1477.58,830.75,1216.75,1963.57,1250.98,1674.06,1233.75,860.08,660.68,1081.39
TSC22D3,5329.3,1286.18,1909.85,3589.58,3847.29,1617,1685.71,2061.24,1896.65,1769.57,2451.44,703.28,6207.38,5041.77,2502.97,2895.31,995,1950,902.89,3589.58,3395.89,2935.74,3349.13,4268.94,1628.26,2119.22,3540.14
TRPT1,591.22,1388.16,860.08,1183.45,669.92,1183.45,1008.9,1304.15,1066.48,1572.76,529.06,896.64,507.46,1066.48,1167.14,463.65,447.82,518.15,791.35,633.73,995,1066.48,1111.82,1151.06,902.89,1277.29,463.65
SLC35B4,104.42,122.64,127,98.73,100.83,116.78,65.72,158.79,119.26,79.45,142.01,180.02,34.75,94.01,67.12,244.57,199.85,85.22,185.11,57.49,90.14,106.63,107.38,99.43,151.22,119.26,115.97
GRIK1,0,0.65,0.64,0,1.3,0.29,0.65,1.27,0.87,1.64,11.38,0.6,6.01,3,0.31,0.58,1.58,0,0,0.65,0.64,0.28,0.3,0,0,0,0
ACTG2,12.18,76.17,4869.99,87.03,2555.58,87.03,108.14,1721.16,32.36,928.3,83.45,607.87,73.03,387.02,59.13,3039.3,981.29,265.87,56.68,64.8,1304.15,255,183.82,197.09,49.91,53.19,1572.76
RBM19,307.69,248,236.21,551.56,287.01,191.67,221.86,239.52,299.25,575.03,327.56,204.07,305.55,320.8,246.28,320.8,312,244.57,358.54,400.71,346.29,307.69,417.77,244.57,242.88,264.03,343.89
EXOG,100.13,66.65,78.89,113.56,99.43,63.45,69.52,88.26,105.15,40.36,111.99,198.47,33.54,72.01,40.07,84.63,165.57,60.82,43.32,42.11,49.56,94.01,69.03,42.11,71.5,108.14,79.45
TMED3,3467.27,6745.86,2915.45,2384.37,3039.3,2468.49,6652.97,3235.01,3955.48,4543.8,1674.06,3928.15,2119.22,4704.07,2133.97,4152.18,2502.97,1674.06,1769.57,3491.39,4481.23,3146.52,4298.64,8901.53,1936.53,2915.45,8134.41
LIAS,267.73,175.07,115.97,221.86,117.6,82.87,118.43,194.36,186.4,165.57,182.55,149.12,264.03,201.25,182.55,93.35,135.24,84.63,93.35,108.9,141.02,237.86,158.79,88.88,106.63,169.07,194.36
C20orf197,3.08,2.1,2.78,7.88,1.75,1.66,0.38,5.73,2.48,0.38,6.06,1,0.33,1.79,1.06,2.51,3.38,0.34,1.22,1.75,1.75,1.58,5.32,0,0,4.7,2.48
PCGF1,387.02,708.18,441.64,483.38,450.94,540.19,429.54,796.86,514.56,813.63,511,579.04,389.72,511,559.28,353.59,384.34,764.36,1088.92,363.56,438.59,387.02,612.11,493.56,748.61,486.75,379.04
ZNF330,454.09,444.72,363.56,624.99,819.3,318.57,884.29,759.08,551.56,379.04,624.99,438.59,514.56,728.11,884.29,785.88,698.41,934.76,571.05,607.87,476.71,791.35,490.14,493.56,318.57,454.09,647.07
CCDC74B,616.37,80.01,287.01,4388.98,131.51,409.15,97.36,89.51,356.05,19.53,236.21,78.34,198.47,287.01,239.52,57.89,129.69,41.81,20.86,163.28,76.71,58.71,1015.93,145.02,123.5,164.42,114.36
IFI27,23986.58,13968.57,5751.61,18178.19,5403.7,5329.3,3847.29,20170.07,8191,13492.72,11267.44,1322.37,785.88,4671.57,1388.16,7180.15,14163.58,10959.3,1572.76,6607.01,2627.46,15392.14,12502.12,146444.06,179048.63,17681.08,10084.54
IER2,389.72,579.04,656.11,4066.71,2935.74,1950,1044.52,1044.52,1605.83,1617,356.05,1857.6,1044.52,7280.4,921.88,2319.15,1183.45,884.29,1175.27,1143.1,1277.29,1417.35,6164.49,1388.16,1030.12,947.83,743.43
CCDC157,151.22,48.87,85.22,198.47,109.66,102.25,38.67,107.38,122.64,133.36,62.12,70.51,112.77,122.64,61.68,53.19,27.25,82.87,52.82,141.02,85.22,57.49,93.35,144.01,60.82,73.54,67.12
ACP1,1936.53,2224.63,1909.85,1674.06,1467.37,2701.35,2319.15,2417.67,2047,3018.3,2047,4181.07,1857.6,2303.12,2609.3,2209.26,2335.28,2400.97,3589.58,1540.37,1733.13,2178.83,2224.63,2720.15,2591.27,5147.73,2319.15
ILKAP,476.71,796.86,473.41,703.28,656.11,825,679.29,559.28,708.18,909.17,368.65,941.27,543.96,518.15,334.46,629.35,373.81,543.96,954.43,511,447.82,470.14,842.36,825,674.59,607.87,486.75
PC,229.72,486.75,525.39,1233.75,674.59,703.28,473.41,463.65,1127.35,221.86,379.04,575.03,796.86,555.41,412,872.1,1104.13,253.23,1183.45,202.66,429.54,293.07,1350.18,825,733.19,995,209.84
RNF223,25.72,136.19,13.42,65.26,31.9,25.54,127,76.71,120.94,88.26,29.91,48.87,60.39,78.89,66.18,9.93,6.84,253.23,12.55,5.36,31,37.85,103.69,110.43,114.36,7,51.35
NME6,463.65,607.87,497,703.28,348.71,358.54,343.89,466.88,511,518.15,366.09,409.15,450.94,503.95,417.77,384.34,447.82,587.13,226.54,521.76,698.41,633.73,583.07,389.72,555.41,379.04,567.1
SNX15,265.87,273.37,441.64,486.75,289.02,603.67,476.71,438.59,547.75,281.09,151.22,361.04,232.94,660.68,583.07,514.56,376.41,438.59,329.84,185.11,423.61,497,486.75,197.09,371.22,376.41,318.57
MZT2A,2758.13,4066.71,1733.13,5219.6,1175.27,7966.99,2956.17,1030.12,2758.13,4123.49,2645.74,2163.77,1936.53,3081.75,1950,1529.73,1151.06,3060.45,1540.37,2400.97,4328.55,1977.24,6164.49,1883.54,1143.1,3039.3,2335.28
RPH3A,0,0.67,0.33,4.43,4.31,0.95,1.68,0.65,2.07,2.34,3.35,1.57,0,0.68,1.66,0.6,0.65,0.6,2.61,1.68,0.33,0,3.5,3.08,0.57,1.81,0.68
SH2D6,9.78,2.89,4.31,21.94,1.48,16.39,4.7,3.53,23.59,16.88,9.85,13.03,6.26,2.61,22.75,1.01,1.77,5.54,2.51,0,1.83,2.63,4.82,0,5.5,23.42,4.78
FHAD1,61.68,36.01,80.57,63.89,57.49,44.25,24.28,72.01,39.5,80.01,71.5,10,6.01,67.12,33.3,21.78,85.22,24.28,10.08,31.22,87.03,63,99.43,27.05,35.76,44.89,94.67
MED17,450.94,1001.93,748.61,466.88,819.3,587.13,395.18,884.29,358.54,466.88,277.2,1268.46,420.68,423.61,791.35,525.39,1331.57,497,1977.24,417.77,473.41,748.61,595.34,1127.35,450.94,493.56,486.75
NCLN,616.37,825,698.41,1051.79,616.37,909.17,1304.15,607.87,961.07,995,583.07,1030.12,947.83,842.36,941.27,1135.2,490.14,764.36,688.78,1183.45,1151.06,1143.1,1111.82,825,1088.92,866.07,928.3
GRWD1,536.45,647.07,764.36,429.54,819.3,341.51,1143.1,289.02,529.06,295.11,249.73,1073.91,575.03,587.13,409.15,1304.15,521.76,669.92,521.76,728.11,921.88,547.75,647.07,361.04,532.74,435.55,463.65
TMED2,7230.1,7230.1,5995.9,4704.07,4903.87,4210.15,8963.45,4358.66,4869.99,6294.04,6381.92,3018.3,7537.18,7749.1,5672.41,3955.48,5751.61,6121.9,11345.82,8363.13,5183.54,7803.01,3039.3,3742.05,5219.6,7642.41,11112.3
